"taxon_name","features","new_names","genus","taxon_annotation"
"OTU_97.28729","OTU9728729","OTU_97.28729|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.2873","OTU972873","OTU_97.2873|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28735","OTU9728735","OTU_97.28735|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28738","OTU9728738","OTU_97.28738|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.2874","OTU972874","OTU_97.2874|NA",NA,NA
"OTU_97.28740","OTU9728740","OTU_97.28740|Oribacterium","Oribacterium","anaerobic"
"OTU_97.28742","OTU9728742","OTU_97.28742|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28745","OTU9728745","OTU_97.28745|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28749","OTU9728749","OTU_97.28749|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28750","OTU9728750","OTU_97.28750|Prevotella","Prevotella","anaerobic"
"OTU_97.28751","OTU9728751","OTU_97.28751|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28753","OTU9728753","OTU_97.28753|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28755","OTU9728755","OTU_97.28755|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28757","OTU9728757","OTU_97.28757|NA",NA,NA
"OTU_97.28759","OTU9728759","OTU_97.28759|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.2876","OTU972876","OTU_97.2876|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28763","OTU9728763","OTU_97.28763|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28764","OTU9728764","OTU_97.28764|Prevotella","Prevotella","anaerobic"
"OTU_97.28766","OTU9728766","OTU_97.28766|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.2877","OTU972877","OTU_97.2877|NA",NA,NA
"OTU_97.28773","OTU9728773","OTU_97.28773|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28774","OTU9728774","OTU_97.28774|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28776","OTU9728776","OTU_97.28776|Prevotella","Prevotella","anaerobic"
"OTU_97.28777","OTU9728777","OTU_97.28777|NA",NA,NA
"OTU_97.28778","OTU9728778","OTU_97.28778|Prevotella","Prevotella","anaerobic"
"OTU_97.28782","OTU9728782","OTU_97.28782|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28784","OTU9728784","OTU_97.28784|Veillonella","Veillonella","anaerobic"
"OTU_97.28785","OTU9728785","OTU_97.28785|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.28787","OTU9728787","OTU_97.28787|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28788","OTU9728788","OTU_97.28788|Gemella","Gemella","facultative_anaerobic"
"OTU_97.2879","OTU972879","OTU_97.2879|Moryella","Moryella",NA
"OTU_97.28790","OTU9728790","OTU_97.28790|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28792","OTU9728792","OTU_97.28792|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28794","OTU9728794","OTU_97.28794|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.288","OTU97288","OTU_97.288|Prevotella","Prevotella","anaerobic"
"OTU_97.28804","OTU9728804","OTU_97.28804|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28805","OTU9728805","OTU_97.28805|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28806","OTU9728806","OTU_97.28806|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28810","OTU9728810","OTU_97.28810|Prevotella","Prevotella","anaerobic"
"OTU_97.28811","OTU9728811","OTU_97.28811|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28814","OTU9728814","OTU_97.28814|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28815","OTU9728815","OTU_97.28815|Prevotella","Prevotella","anaerobic"
"OTU_97.28818","OTU9728818","OTU_97.28818|Neisseria","Neisseria","aerobic"
"OTU_97.28822","OTU9728822","OTU_97.28822|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28824","OTU9728824","OTU_97.28824|NA",NA,NA
"OTU_97.28825","OTU9728825","OTU_97.28825|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28826","OTU9728826","OTU_97.28826|Prevotella","Prevotella","anaerobic"
"OTU_97.28829","OTU9728829","OTU_97.28829|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.28830","OTU9728830","OTU_97.28830|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28832","OTU9728832","OTU_97.28832|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28834","OTU9728834","OTU_97.28834|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28835","OTU9728835","OTU_97.28835|Prevotella","Prevotella","anaerobic"
"OTU_97.28836","OTU9728836","OTU_97.28836|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28838","OTU9728838","OTU_97.28838|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28841","OTU9728841","OTU_97.28841|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28843","OTU9728843","OTU_97.28843|Anaerococcus","Anaerococcus","anaerobic"
"OTU_97.28849","OTU9728849","OTU_97.28849|Prevotella","Prevotella","anaerobic"
"OTU_97.2885","OTU972885","OTU_97.2885|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28850","OTU9728850","OTU_97.28850|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28851","OTU9728851","OTU_97.28851|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28852","OTU9728852","OTU_97.28852|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28854","OTU9728854","OTU_97.28854|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28855","OTU9728855","OTU_97.28855|Veillonella","Veillonella","anaerobic"
"OTU_97.2886","OTU972886","OTU_97.2886|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28860","OTU9728860","OTU_97.28860|Neisseria","Neisseria","aerobic"
"OTU_97.28861","OTU9728861","OTU_97.28861|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28862","OTU9728862","OTU_97.28862|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28867","OTU9728867","OTU_97.28867|NA",NA,NA
"OTU_97.28869","OTU9728869","OTU_97.28869|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28875","OTU9728875","OTU_97.28875|Prevotella","Prevotella","anaerobic"
"OTU_97.28878","OTU9728878","OTU_97.28878|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28886","OTU9728886","OTU_97.28886|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28887","OTU9728887","OTU_97.28887|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28888","OTU9728888","OTU_97.28888|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.2889","OTU972889","OTU_97.2889|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28891","OTU9728891","OTU_97.28891|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28892","OTU9728892","OTU_97.28892|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28894","OTU9728894","OTU_97.28894|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28896","OTU9728896","OTU_97.28896|Neisseria","Neisseria","aerobic"
"OTU_97.28898","OTU9728898","OTU_97.28898|Granulicatella","Granulicatella","anaerobic"
"OTU_97.2890","OTU972890","OTU_97.2890|NA",NA,NA
"OTU_97.28905","OTU9728905","OTU_97.28905|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28907","OTU9728907","OTU_97.28907|Neisseria","Neisseria","aerobic"
"OTU_97.28912","OTU9728912","OTU_97.28912|Prevotella","Prevotella","anaerobic"
"OTU_97.28914","OTU9728914","OTU_97.28914|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28916","OTU9728916","OTU_97.28916|Prevotella","Prevotella","anaerobic"
"OTU_97.28917","OTU9728917","OTU_97.28917|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28918","OTU9728918","OTU_97.28918|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28922","OTU9728922","OTU_97.28922|Prevotella","Prevotella","anaerobic"
"OTU_97.28927","OTU9728927","OTU_97.28927|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28933","OTU9728933","OTU_97.28933|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28934","OTU9728934","OTU_97.28934|Prevotella","Prevotella","anaerobic"
"OTU_97.28938","OTU9728938","OTU_97.28938|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28940","OTU9728940","OTU_97.28940|Prevotella","Prevotella","anaerobic"
"OTU_97.28944","OTU9728944","OTU_97.28944|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28946","OTU9728946","OTU_97.28946|Moryella","Moryella",NA
"OTU_97.28947","OTU9728947","OTU_97.28947|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28956","OTU9728956","OTU_97.28956|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.2896","OTU972896","OTU_97.2896|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28960","OTU9728960","OTU_97.28960|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28961","OTU9728961","OTU_97.28961|Treponema","Treponema","anaerobic"
"OTU_97.28964","OTU9728964","OTU_97.28964|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28967","OTU9728967","OTU_97.28967|Megasphaera","Megasphaera","anaerobic"
"OTU_97.28968","OTU9728968","OTU_97.28968|Prevotella","Prevotella","anaerobic"
"OTU_97.28969","OTU9728969","OTU_97.28969|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28970","OTU9728970","OTU_97.28970|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28972","OTU9728972","OTU_97.28972|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28974","OTU9728974","OTU_97.28974|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28976","OTU9728976","OTU_97.28976|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28977","OTU9728977","OTU_97.28977|Selenomonas","Selenomonas","anaerobic"
"OTU_97.28978","OTU9728978","OTU_97.28978|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.2898","OTU972898","OTU_97.2898|Abiotrophia","Abiotrophia","facultative_anaerobic"
"OTU_97.28980","OTU9728980","OTU_97.28980|Prevotella","Prevotella","anaerobic"
"OTU_97.28985","OTU9728985","OTU_97.28985|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28987","OTU9728987","OTU_97.28987|Prevotella","Prevotella","anaerobic"
"OTU_97.28988","OTU9728988","OTU_97.28988|Lautropia","Lautropia","aerobic"
"OTU_97.2899","OTU972899","OTU_97.2899|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28991","OTU9728991","OTU_97.28991|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.28992","OTU9728992","OTU_97.28992|Prevotella","Prevotella","anaerobic"
"OTU_97.28998","OTU9728998","OTU_97.28998|Prevotella","Prevotella","anaerobic"
"OTU_97.29","OTU9729","OTU_97.29|Lautropia","Lautropia","aerobic"
"OTU_97.2900","OTU972900","OTU_97.2900|Prevotella","Prevotella","anaerobic"
"OTU_97.29002","OTU9729002","OTU_97.29002|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.29005","OTU9729005","OTU_97.29005|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.29012","OTU9729012","OTU_97.29012|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.29018","OTU9729018","OTU_97.29018|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.29019","OTU9729019","OTU_97.29019|Roseburia","Roseburia","anaerobic"
"OTU_97.2902","OTU972902","OTU_97.2902|Bacteroides","Bacteroides","anaerobic"
"OTU_97.29023","OTU9729023","OTU_97.29023|Actinomyces","Actinomyces","anaerobic"
"OTU_97.29024","OTU9729024","OTU_97.29024|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29025","OTU9729025","OTU_97.29025|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29026","OTU9729026","OTU_97.29026|NA",NA,NA
"OTU_97.29027","OTU9729027","OTU_97.29027|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.29028","OTU9729028","OTU_97.29028|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.29029","OTU9729029","OTU_97.29029|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.29030","OTU9729030","OTU_97.29030|Prevotella","Prevotella","anaerobic"
"OTU_97.29031","OTU9729031","OTU_97.29031|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.29034","OTU9729034","OTU_97.29034|NA",NA,NA
"OTU_97.29035","OTU9729035","OTU_97.29035|Prevotella","Prevotella","anaerobic"
"OTU_97.29036","OTU9729036","OTU_97.29036|Pseudomonas","Pseudomonas","facultative_anaerobic"
"OTU_97.29042","OTU9729042","OTU_97.29042|Granulicatella","Granulicatella","anaerobic"
"OTU_97.29047","OTU9729047","OTU_97.29047|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29049","OTU9729049","OTU_97.29049|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.2905","OTU972905","OTU_97.2905|Atopobium","Atopobium","facultative_anaerobic"
"OTU_97.29050","OTU9729050","OTU_97.29050|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.29053","OTU9729053","OTU_97.29053|Prevotella","Prevotella","anaerobic"
"OTU_97.29054","OTU9729054","OTU_97.29054|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29055","OTU9729055","OTU_97.29055|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.29056","OTU9729056","OTU_97.29056|Prevotella","Prevotella","anaerobic"
"OTU_97.29058","OTU9729058","OTU_97.29058|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29059","OTU9729059","OTU_97.29059|Prevotella","Prevotella","anaerobic"
"OTU_97.29062","OTU9729062","OTU_97.29062|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29066","OTU9729066","OTU_97.29066|Veillonella","Veillonella","anaerobic"
"OTU_97.29069","OTU9729069","OTU_97.29069|Lautropia","Lautropia","aerobic"
"OTU_97.2907","OTU972907","OTU_97.2907|NA",NA,NA
"OTU_97.29077","OTU9729077","OTU_97.29077|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.29079","OTU9729079","OTU_97.29079|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.29081","OTU9729081","OTU_97.29081|Prevotella","Prevotella","anaerobic"
"OTU_97.29082","OTU9729082","OTU_97.29082|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29083","OTU9729083","OTU_97.29083|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29084","OTU9729084","OTU_97.29084|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29085","OTU9729085","OTU_97.29085|Neisseria","Neisseria","aerobic"
"OTU_97.29086","OTU9729086","OTU_97.29086|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.2909","OTU972909","OTU_97.2909|Prevotella","Prevotella","anaerobic"
"OTU_97.29090","OTU9729090","OTU_97.29090|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29093","OTU9729093","OTU_97.29093|Prevotella","Prevotella","anaerobic"
"OTU_97.29094","OTU9729094","OTU_97.29094|Veillonella","Veillonella","anaerobic"
"OTU_97.29096","OTU9729096","OTU_97.29096|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29097","OTU9729097","OTU_97.29097|Prevotella","Prevotella","anaerobic"
"OTU_97.291","OTU97291","OTU_97.291|NA",NA,NA
"OTU_97.29101","OTU9729101","OTU_97.29101|Prevotella","Prevotella","anaerobic"
"OTU_97.29102","OTU9729102","OTU_97.29102|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29106","OTU9729106","OTU_97.29106|Prevotella","Prevotella","anaerobic"
"OTU_97.2911","OTU972911","OTU_97.2911|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.29110","OTU9729110","OTU_97.29110|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29115","OTU9729115","OTU_97.29115|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.29116","OTU9729116","OTU_97.29116|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.2912","OTU972912","OTU_97.2912|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29122","OTU9729122","OTU_97.29122|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.29124","OTU9729124","OTU_97.29124|Prevotella","Prevotella","anaerobic"
"OTU_97.29125","OTU9729125","OTU_97.29125|NA",NA,NA
"OTU_97.29129","OTU9729129","OTU_97.29129|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.29132","OTU9729132","OTU_97.29132|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.29134","OTU9729134","OTU_97.29134|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.29136","OTU9729136","OTU_97.29136|Prevotella","Prevotella","anaerobic"
"OTU_97.2914","OTU972914","OTU_97.2914|NA",NA,NA
"OTU_97.29140","OTU9729140","OTU_97.29140|NA",NA,NA
"OTU_97.29141","OTU9729141","OTU_97.29141|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29144","OTU9729144","OTU_97.29144|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.29146","OTU9729146","OTU_97.29146|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.29154","OTU9729154","OTU_97.29154|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.29157","OTU9729157","OTU_97.29157|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29158","OTU9729158","OTU_97.29158|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29160","OTU9729160","OTU_97.29160|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29161","OTU9729161","OTU_97.29161|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.29162","OTU9729162","OTU_97.29162|Prevotella","Prevotella","anaerobic"
"OTU_97.29163","OTU9729163","OTU_97.29163|Prevotella","Prevotella","anaerobic"
"OTU_97.29165","OTU9729165","OTU_97.29165|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29166","OTU9729166","OTU_97.29166|Prevotella","Prevotella","anaerobic"
"OTU_97.29169","OTU9729169","OTU_97.29169|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29171","OTU9729171","OTU_97.29171|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.29174","OTU9729174","OTU_97.29174|NA",NA,NA
"OTU_97.29175","OTU9729175","OTU_97.29175|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29179","OTU9729179","OTU_97.29179|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29182","OTU9729182","OTU_97.29182|NA",NA,NA
"OTU_97.29184","OTU9729184","OTU_97.29184|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.29187","OTU9729187","OTU_97.29187|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.2919","OTU972919","OTU_97.2919|Actinomyces","Actinomyces","anaerobic"
"OTU_97.29191","OTU9729191","OTU_97.29191|NA",NA,NA
"OTU_97.29193","OTU9729193","OTU_97.29193|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29194","OTU9729194","OTU_97.29194|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.29197","OTU9729197","OTU_97.29197|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.292","OTU97292","OTU_97.292|Butyrivibrio","Butyrivibrio","anaerobic"
"OTU_97.29201","OTU9729201","OTU_97.29201|Prevotella","Prevotella","anaerobic"
"OTU_97.29202","OTU9729202","OTU_97.29202|NA",NA,NA
"OTU_97.29205","OTU9729205","OTU_97.29205|Selenomonas","Selenomonas","anaerobic"
"OTU_97.29210","OTU9729210","OTU_97.29210|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.29212","OTU9729212","OTU_97.29212|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.29215","OTU9729215","OTU_97.29215|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.29216","OTU9729216","OTU_97.29216|Actinomyces","Actinomyces","anaerobic"
"OTU_97.29219","OTU9729219","OTU_97.29219|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.2922","OTU972922","OTU_97.2922|Rothia","Rothia","facultative_anaerobic"
"OTU_97.29223","OTU9729223","OTU_97.29223|Veillonella","Veillonella","anaerobic"
"OTU_97.29231","OTU9729231","OTU_97.29231|Prevotella","Prevotella","anaerobic"
"OTU_97.29232","OTU9729232","OTU_97.29232|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29234","OTU9729234","OTU_97.29234|Treponema","Treponema","anaerobic"
"OTU_97.29241","OTU9729241","OTU_97.29241|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29244","OTU9729244","OTU_97.29244|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29247","OTU9729247","OTU_97.29247|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.29248","OTU9729248","OTU_97.29248|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29249","OTU9729249","OTU_97.29249|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.29253","OTU9729253","OTU_97.29253|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29256","OTU9729256","OTU_97.29256|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.2926","OTU972926","OTU_97.2926|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29260","OTU9729260","OTU_97.29260|Prevotella","Prevotella","anaerobic"
"OTU_97.29264","OTU9729264","OTU_97.29264|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.29267","OTU9729267","OTU_97.29267|NA",NA,NA
"OTU_97.29268","OTU9729268","OTU_97.29268|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.29274","OTU9729274","OTU_97.29274|Prevotella","Prevotella","anaerobic"
"OTU_97.29276","OTU9729276","OTU_97.29276|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.29277","OTU9729277","OTU_97.29277|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.29278","OTU9729278","OTU_97.29278|Prevotella","Prevotella","anaerobic"
"OTU_97.29280","OTU9729280","OTU_97.29280|Fusobacterium","Fusobacterium","anaerobic"
