"taxon_name","features","new_names","most_specific_taxa","taxon_annotation","full_taxa"
"OTU_97.3665","OTU973665","OTU_97.3665|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36652","OTU9736652","OTU_97.36652|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36653","OTU9736653","OTU_97.36653|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36658","OTU9736658","OTU_97.36658|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36659","OTU9736659","OTU_97.36659|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.3666","OTU973666","OTU_97.3666|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.36661","OTU9736661","OTU_97.36661|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36664","OTU9736664","OTU_97.36664|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36665","OTU9736665","OTU_97.36665|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36666","OTU9736666","OTU_97.36666|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36667","OTU9736667","OTU_97.36667|g__Lactobacillus","g__Lactobacillus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus"
"OTU_97.36668","OTU9736668","OTU_97.36668|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36670","OTU9736670","OTU_97.36670|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36671","OTU9736671","OTU_97.36671|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36674","OTU9736674","OTU_97.36674|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36676","OTU9736676","OTU_97.36676|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36678","OTU9736678","OTU_97.36678|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36679","OTU9736679","OTU_97.36679|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36680","OTU9736680","OTU_97.36680|g__Tannerella","g__Tannerella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Tannerella"
"OTU_97.36681","OTU9736681","OTU_97.36681|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36685","OTU9736685","OTU_97.36685|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.36688","OTU9736688","OTU_97.36688|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.3669","OTU973669","OTU_97.3669|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.36692","OTU9736692","OTU_97.36692|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36693","OTU9736693","OTU_97.36693|g__Lactobacillus","g__Lactobacillus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus"
"OTU_97.36694","OTU9736694","OTU_97.36694|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36695","OTU9736695","OTU_97.36695|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36698","OTU9736698","OTU_97.36698|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36699","OTU9736699","OTU_97.36699|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.367","OTU97367","OTU_97.367|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36701","OTU9736701","OTU_97.36701|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36702","OTU9736702","OTU_97.36702|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36704","OTU9736704","OTU_97.36704|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36709","OTU9736709","OTU_97.36709|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36715","OTU9736715","OTU_97.36715|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36717","OTU9736717","OTU_97.36717|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36720","OTU9736720","OTU_97.36720|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36722","OTU9736722","OTU_97.36722|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36723","OTU9736723","OTU_97.36723|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36724","OTU9736724","OTU_97.36724|g__Lactobacillus","g__Lactobacillus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus"
"OTU_97.36725","OTU9736725","OTU_97.36725|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36728","OTU9736728","OTU_97.36728|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.3673","OTU973673","OTU_97.3673|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36730","OTU9736730","OTU_97.36730|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36732","OTU9736732","OTU_97.36732|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36734","OTU9736734","OTU_97.36734|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36735","OTU9736735","OTU_97.36735|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36736","OTU9736736","OTU_97.36736|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36737","OTU9736737","OTU_97.36737|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36738","OTU9736738","OTU_97.36738|g__Lactobacillus","g__Lactobacillus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus"
"OTU_97.36740","OTU9736740","OTU_97.36740|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36741","OTU9736741","OTU_97.36741|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36745","OTU9736745","OTU_97.36745|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.36748","OTU9736748","OTU_97.36748|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.3675","OTU973675","OTU_97.3675|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36750","OTU9736750","OTU_97.36750|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36752","OTU9736752","OTU_97.36752|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36756","OTU9736756","OTU_97.36756|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.3676","OTU973676","OTU_97.3676|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36760","OTU9736760","OTU_97.36760|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36761","OTU9736761","OTU_97.36761|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36763","OTU9736763","OTU_97.36763|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36765","OTU9736765","OTU_97.36765|g__Lactobacillus","g__Lactobacillus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus"
"OTU_97.36768","OTU9736768","OTU_97.36768|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.3677","OTU973677","OTU_97.3677|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36770","OTU9736770","OTU_97.36770|o__Bacteroidales","o__Bacteroidales",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__NA|g__NA"
"OTU_97.36772","OTU9736772","OTU_97.36772|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36775","OTU9736775","OTU_97.36775|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36780","OTU9736780","OTU_97.36780|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36782","OTU9736782","OTU_97.36782|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36783","OTU9736783","OTU_97.36783|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36785","OTU9736785","OTU_97.36785|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36787","OTU9736787","OTU_97.36787|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.3679","OTU973679","OTU_97.3679|f__Porphyromonadaceae","f__Porphyromonadaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__NA"
"OTU_97.36791","OTU9736791","OTU_97.36791|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36792","OTU9736792","OTU_97.36792|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36795","OTU9736795","OTU_97.36795|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36799","OTU9736799","OTU_97.36799|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.368","OTU97368","OTU_97.368|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36802","OTU9736802","OTU_97.36802|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36804","OTU9736804","OTU_97.36804|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36805","OTU9736805","OTU_97.36805|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36807","OTU9736807","OTU_97.36807|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36808","OTU9736808","OTU_97.36808|o__Bacteroidales","o__Bacteroidales",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__NA|g__NA"
"OTU_97.36810","OTU9736810","OTU_97.36810|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36811","OTU9736811","OTU_97.36811|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36812","OTU9736812","OTU_97.36812|g__Lautropia","g__Lautropia","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"
"OTU_97.36813","OTU9736813","OTU_97.36813|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36814","OTU9736814","OTU_97.36814|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36822","OTU9736822","OTU_97.36822|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36826","OTU9736826","OTU_97.36826|g__Mycoplasma","g__Mycoplasma","facultative_anaerobic","k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma"
"OTU_97.36828","OTU9736828","OTU_97.36828|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.3683","OTU973683","OTU_97.3683|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36830","OTU9736830","OTU_97.36830|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36833","OTU9736833","OTU_97.36833|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36836","OTU9736836","OTU_97.36836|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36837","OTU9736837","OTU_97.36837|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36838","OTU9736838","OTU_97.36838|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36839","OTU9736839","OTU_97.36839|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36840","OTU9736840","OTU_97.36840|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36844","OTU9736844","OTU_97.36844|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36845","OTU9736845","OTU_97.36845|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36847","OTU9736847","OTU_97.36847|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36848","OTU9736848","OTU_97.36848|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36853","OTU9736853","OTU_97.36853|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36855","OTU9736855","OTU_97.36855|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36856","OTU9736856","OTU_97.36856|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36857","OTU9736857","OTU_97.36857|o__Bacteroidales","o__Bacteroidales",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__NA|g__NA"
"OTU_97.36858","OTU9736858","OTU_97.36858|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.3686","OTU973686","OTU_97.3686|g__Eubacterium","g__Eubacterium",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII|g__ Incertae Sedis|s__Eubacterium"
"OTU_97.36860","OTU9736860","OTU_97.36860|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
